dt,updateTime,filterObjects,sum,mean,min,max
15,2,16,1184,74,74,74
16,2,16,1184,74,74,74
18,3,16,1184,74,74,74
16,2,16,1184,74,74,74
19,2,16,1184,74,74,74
14,3,16,1184,74,74,74
17,2,16,1184,74,74,74
16,2,16,1184,74,74,74
17,3,16,1184,74,74,74
17,3,16,1184,74,74,74
17,3,16,1184,74,74,74
16,4,16,1184,74,74,74
17,3,16,1184,74,74,74
17,3,16,1184,74,74,74
16,2,16,1184,74,74,74
17,3,16,1184,74,74,74
16,3,16,1184,74,74,74
17,3,16,1184,74,74,74
17,2,16,1184,74,74,74
17,3,16,1184,74,74,74
16,3,16,1184,74,74,74
18,3,16,1184,74,74,74
16,2,16,1184,74,74,74
16,4,16,1184,74,74,74
17,3,16,1184,74,74,74
17,3,16,1184,74,74,74
17,3,16,1184,74,74,74
18,2,16,1184,74,74,74
16,3,16,1184,74,74,74
17,3,16,1184,74,74,74
15,2,16,1184,74,74,74
18,2,16,1184,74,74,74
16,2,16,1184,74,74,74
16,3,16,1184,74,74,74
17,2,16,1184,74,74,74
18,3,16,1184,74,74,74
15,3,16,1184,74,74,74
16,2,16,1184,74,74,74
17,3,16,1184,74,74,74
19,2,16,1184,74,74,74
15,2,16,1184,74,74,74
16,2,16,1184,74,74,74
17,3,16,1184,74,74,74
17,3,16,1184,74,74,74
16,3,16,1184,74,74,74
18,3,16,1184,74,74,74
17,3,16,1184,74,74,74
17,3,16,1184,74,74,74
17,3,16,1184,74,74,74
15,3,16,1184,74,74,74
17,2,16,1184,74,74,74
16,3,16,1184,74,74,74
17,3,16,1184,74,74,74
17,2,16,1184,74,74,74
16,2,16,1184,74,74,74
17,2,16,1184,74,74,74
17,2,16,1184,74,74,74
17,2,16,1184,74,74,74
16,2,16,1184,74,74,74
17,4,16,1184,74,74,74
4,24,16,86,5.375,2,8
45,9,16,128,8,8,8
17,7,16,128,8,8,8
16,10,16,128,8,8,8
17,3,16,128,8,8,8
18,3,16,128,8,8,8
16,4,16,128,8,8,8
17,3,16,128,8,8,8
18,9,16,128,8,8,8
15,2,16,128,8,8,8
19,2,16,128,8,8,8
15,3,16,128,8,8,8
16,3,16,128,8,8,8
18,1,16,128,8,8,8
16,3,16,128,8,8,8
17,2,16,128,8,8,8
16,3,16,128,8,8,8
16,3,16,128,8,8,8
17,19,16,128,8,8,8
33,3,16,128,8,8,8
17,1,16,128,8,8,8
16,4,16,128,8,8,8
17,3,16,128,8,8,8
17,5,16,128,8,8,8
17,2,16,128,8,8,8
16,2,16,128,8,8,8
17,3,16,128,8,8,8
16,1,16,128,8,8,8
17,2,16,128,8,8,8
17,1,16,128,8,8,8
16,2,16,128,8,8,8
17,4,16,128,8,8,8
17,1,16,128,8,8,8
17,1,16,128,8,8,8
16,2,16,128,8,8,8
17,1,16,128,8,8,8
18,1,16,128,8,8,8
16,3,16,128,8,8,8
17,3,16,128,8,8,8
16,2,16,128,8,8,8
17,2,16,128,8,8,8
16,3,16,128,8,8,8
17,3,16,128,8,8,8
17,5,16,128,8,8,8
17,1,16,128,8,8,8
16,2,16,128,8,8,8
17,1,16,128,8,8,8
17,1,16,128,8,8,8
16,1,16,128,8,8,8
17,1,16,128,8,8,8
16,1,16,128,8,8,8
20,1,16,128,8,8,8
14,2,16,128,8,8,8
17,1,16,128,8,8,8
16,2,16,128,8,8,8
17,2,16,128,8,8,8
16,2,16,128,8,8,8
18,1,16,128,8,8,8
16,1,16,128,8,8,8
18,11,19,182,9.578947368421053,8,11
32,6,17,187,11,11,11
16,2,17,187,11,11,11
18,1,17,187,11,11,11
16,2,17,187,11,11,11
17,4,17,187,11,11,11
16,4,17,187,11,11,11
17,4,17,187,11,11,11
17,1,17,187,11,11,11
19,1,17,187,11,11,11
14,2,17,187,11,11,11
16,1,17,187,11,11,11
19,2,17,187,11,11,11
14,2,17,187,11,11,11
18,1,17,187,11,11,11
16,2,17,187,11,11,11
19,1,17,187,11,11,11
14,1,17,187,11,11,11
17,1,17,187,11,11,11
17,3,17,187,11,11,11
17,1,17,187,11,11,11
16,1,17,187,11,11,11
17,1,17,187,11,11,11
16,1,17,187,11,11,11
18,1,17,187,11,11,11
17,0,17,187,11,11,11
16,1,17,187,11,11,11
16,1,17,187,11,11,11
17,1,17,187,11,11,11
16,1,17,187,11,11,11
18,1,17,187,11,11,11
16,2,17,187,11,11,11
17,2,17,187,11,11,11
16,1,17,187,11,11,11
17,2,17,187,11,11,11
17,9,17,124,7.294117647058823,2,11
16,43,72,2034,28.25,27,33
50,17,72,2376,33,33,33
35,12,72,2376,33,33,33
15,8,72,2376,33,33,33
18,12,72,2376,33,33,33
16,10,72,2376,33,33,33
16,7,72,2376,33,33,33
18,6,72,2376,33,33,33
15,6,72,2376,33,33,33
18,4,72,2376,33,33,33
17,6,72,2376,33,33,33
16,4,72,2376,33,33,33
16,7,72,2376,33,33,33
18,8,72,2376,33,33,33
16,5,72,2376,33,33,33
17,6,72,2376,33,33,33
16,5,72,2376,33,33,33
16,11,72,2376,33,33,33
17,4,72,2376,33,33,33
17,5,72,2376,33,33,33
17,5,72,2376,33,33,33
16,8,72,2376,33,33,33
18,6,72,2376,33,33,33
16,6,72,2376,33,33,33
16,7,72,2376,33,33,33
17,19,72,2376,33,33,33
35,5,72,2376,33,33,33
15,4,72,2376,33,33,33
17,3,72,2376,33,33,33
17,4,72,2376,33,33,33
17,6,72,2376,33,33,33
15,5,72,2376,33,33,33
19,6,72,2376,33,33,33
16,6,72,2376,33,33,33
16,11,72,2376,33,33,33
16,8,72,2376,33,33,33
17,11,72,2376,33,33,33
34,4,72,2376,33,33,33
16,4,72,2376,33,33,33
18,3,72,2376,33,33,33
15,4,72,2376,33,33,33
18,4,72,2376,33,33,33
18,4,72,2376,33,33,33
14,5,72,2376,33,33,33
18,5,72,2376,33,33,33
17,6,72,2376,33,33,33
15,4,72,2376,33,33,33
18,3,72,2376,33,33,33
16,5,72,2376,33,33,33
16,5,72,2376,33,33,33
18,9,72,2419,33.59722222222222,33,34
16,4,72,2448,34,34,34
16,5,72,2448,34,34,34
17,5,72,2448,34,34,34
17,5,72,2448,34,34,34
17,4,72,2448,34,34,34
17,4,72,2448,34,34,34
16,4,72,2448,34,34,34
17,5,72,2448,34,34,34
16,4,72,2448,34,34,34
17,6,72,2448,34,34,34
16,6,72,2448,34,34,34
18,4,72,2448,34,34,34
16,7,72,2448,34,34,34
16,6,72,2448,34,34,34
18,9,72,2448,34,34,34
16,8,72,2448,34,34,34
17,7,72,2448,34,34,34
17,7,72,2448,34,34,34
16,12,72,2448,34,34,34
17,7,72,2448,34,34,34
17,5,72,2448,34,34,34
17,13,72,2448,34,34,34
19,10,72,2448,34,34,34
13,6,72,2448,34,34,34
18,6,72,2448,34,34,34
17,5,72,2448,34,34,34
16,6,72,2448,34,34,34
16,6,72,2448,34,34,34
17,4,72,2448,34,34,34
17,5,72,2448,34,34,34
17,4,72,2448,34,34,34
16,4,72,2448,34,34,34
17,6,72,2448,34,34,34
16,5,72,2448,34,34,34
17,4,72,2448,34,34,34
17,3,72,2448,34,34,34
17,5,72,2448,34,34,34
16,5,72,2448,34,34,34
17,3,72,2448,34,34,34
16,6,72,2448,34,34,34
18,4,72,2448,34,34,34
16,6,72,2448,34,34,34
16,4,72,2448,34,34,34
18,4,72,2448,34,34,34
16,4,72,2448,34,34,34
17,5,72,2448,34,34,34
16,4,72,2448,34,34,34
17,3,72,2448,34,34,34
16,6,72,2448,34,34,34
18,4,72,2448,34,34,34
16,4,72,2448,34,34,34
17,6,72,2448,34,34,34
16,3,72,2448,34,34,34
17,4,72,2448,34,34,34
16,4,72,2448,34,34,34
17,5,72,2448,34,34,34
17,4,72,2448,34,34,34
16,5,72,2448,34,34,34
17,4,72,2448,34,34,34
17,4,72,2448,34,34,34
16,4,72,2448,34,34,34
18,5,72,2448,34,34,34
15,4,72,2448,34,34,34
18,4,72,2448,34,34,34
16,5,72,2448,34,34,34
18,4,72,2448,34,34,34
15,4,72,2448,34,34,34
18,4,72,2448,34,34,34
16,4,72,2448,34,34,34
17,6,72,2448,34,34,34
16,3,72,2448,34,34,34
17,5,72,2448,34,34,34
16,4,72,2448,34,34,34
18,4,72,2448,34,34,34
17,8,72,2534,35.19444444444444,34,36
16,8,72,2549,35.40277777777778,35,36
16,4,72,2477,34.40277777777778,34,35
18,4,72,2448,34,34,34
15,4,72,2448,34,34,34
18,3,72,2448,34,34,34
16,15,72,2448,34,34,34
34,5,72,2448,34,34,34
17,4,72,2448,34,34,34
15,4,72,2448,34,34,34
18,4,72,2380,33.05555555555556,33,34
16,3,72,2376,33,33,33
17,5,72,2376,33,33,33
17,4,72,2376,33,33,33
17,4,72,2376,33,33,33
16,4,72,2376,33,33,33
17,4,72,2376,33,33,33
17,3,72,2376,33,33,33
16,4,72,2376,33,33,33
16,4,72,2376,33,33,33
18,3,72,2376,33,33,33
16,4,72,2376,33,33,33
17,6,72,2376,33,33,33
16,6,72,2376,33,33,33
17,6,72,2343,32.541666666666664,30,33
17,3,70,2100,30,30,30
16,3,70,2100,30,30,30
16,3,70,2100,30,30,30
18,5,70,2100,30,30,30
18,3,70,2100,30,30,30
15,3,70,2100,30,30,30
17,4,70,2100,30,30,30
17,4,70,2100,30,30,30
16,5,70,2100,30,30,30
18,4,70,2100,30,30,30
15,3,70,2100,30,30,30
18,3,70,2100,30,30,30
16,4,70,2100,30,30,30
17,3,70,2100,30,30,30
17,3,70,2100,30,30,30
16,3,70,2100,30,30,30
17,3,70,2100,30,30,30
16,3,70,2100,30,30,30
17,4,70,2100,30,30,30
17,4,70,2141,30.585714285714285,30,31
17,4,70,2170,31,31,31
16,3,70,2170,31,31,31
17,4,70,2170,31,31,31
17,3,70,2170,31,31,31
16,4,70,2170,31,31,31
16,3,70,2170,31,31,31
17,4,70,2170,31,31,31
17,4,70,2170,31,31,31
17,5,70,2170,31,31,31
16,12,80,3130,39.125,31,41
17,6,80,3280,41,41,41
17,5,80,3280,41,41,41
17,5,80,3280,41,41,41
16,4,80,3204,40.05,40,41
17,7,80,3200,40,40,40
16,5,80,3200,40,40,40
17,6,80,3135,39.1875,39,40
17,4,80,3120,39,39,39
16,4,80,3120,39,39,39
17,5,80,3120,39,39,39
17,5,80,3120,39,39,39
16,5,80,3120,39,39,39
18,4,80,3120,39,39,39
16,4,80,3120,39,39,39
17,5,70,2186,31.228571428571428,31,39
16,4,70,2170,31,31,31
17,4,70,2170,31,31,31
17,3,70,2170,31,31,31
16,4,70,2170,31,31,31
16,4,70,2170,31,31,31
18,3,70,2170,31,31,31
17,3,70,2170,31,31,31
16,4,70,2170,31,31,31
17,3,70,2170,31,31,31
16,4,70,2170,31,31,31
16,5,70,2170,31,31,31
17,3,70,2170,31,31,31
17,4,70,2170,31,31,31
17,3,70,2170,31,31,31
16,4,70,2170,31,31,31
17,4,70,2170,31,31,31
17,3,70,2170,31,31,31
17,3,70,2170,31,31,31
16,5,70,2170,31,31,31
16,4,70,2170,31,31,31
18,3,70,2170,31,31,31
17,3,70,2170,31,31,31
16,4,70,2170,31,31,31
17,3,70,2170,31,31,31
17,3,70,2170,31,31,31
16,4,70,2170,31,31,31
17,5,70,2221,31.728571428571428,31,34
16,13,78,3596,46.1025641025641,34,89
16,17,138,12282,89,89,89
35,17,138,12282,89,89,89
33,10,138,12282,89,89,89
16,9,138,12282,89,89,89
17,16,138,12282,89,89,89
34,9,138,12282,89,89,89
16,17,138,12282,89,89,89
34,9,138,12282,89,89,89
16,16,138,12282,89,89,89
34,9,138,12282,89,89,89
16,16,138,12282,89,89,89
33,9,138,12282,89,89,89
17,9,138,12282,89,89,89
17,9,138,12282,89,89,89
26,10,138,12282,89,89,89
15,11,138,12282,89,89,89
17,10,138,12282,89,89,89
17,10,138,12282,89,89,89
16,11,138,12282,89,89,89
17,10,138,12282,89,89,89
17,9,138,12282,89,89,89
17,10,138,12282,89,89,89
16,12,138,12282,89,89,89
17,11,138,12282,89,89,89
16,11,138,12282,89,89,89
17,10,138,12282,89,89,89
17,11,138,12282,89,89,89
16,10,138,12282,89,89,89
17,12,138,12282,89,89,89
17,13,138,12282,89,89,89
16,11,138,12282,89,89,89
17,15,138,12282,89,89,89
34,10,138,12282,89,89,89
16,18,138,12282,89,89,89
36,12,138,12282,89,89,89
15,16,138,12282,89,89,89
33,9,138,12282,89,89,89
17,12,138,12282,89,89,89
16,9,138,12282,89,89,89
17,10,138,12282,89,89,89
16,11,138,12282,89,89,89
17,10,138,12282,89,89,89
17,11,138,12282,89,89,89
16,13,138,12282,89,89,89
17,18,138,12282,89,89,89
20,11,138,12486,90.47826086956522,89,91
13,17,138,12456,90.26086956521739,90,91
18,14,138,12420,90,90,90
16,18,138,12318,89.26086956521739,89,90
20,12,138,12282,89,89,89
13,18,138,12282,89,89,89
20,10,138,12282,89,89,89
14,11,138,12282,89,89,89
16,18,138,12282,89,89,89
19,11,138,12282,89,89,89
14,20,138,12282,89,89,89
21,11,138,12148,88.02898550724638,88,89
13,26,138,12144,88,88,88
27,26,138,12144,88,88,88
27,48,153,14824,96.88888888888889,88,98
49,18,153,14994,98,98,98
20,17,153,14845,97.02614379084967,97,98
19,16,153,14841,97,97,97
17,24,153,14841,97,97,97
27,15,153,14705,96.11111111111111,96,97
17,18,153,14688,96,96,96
19,27,164,17301,105.4939024390244,96,108
28,23,152,16416,108,108,108
24,15,147,14861,101.0952380952381,101,108
15,21,147,14704,100.02721088435374,100,101
22,19,147,14570,99.1156462585034,99,100
20,17,147,14400,97.95918367346938,96,99
18,22,147,15412,104.84353741496598,96,106
24,15,147,15582,106,106,106
16,21,142,14072,99.09859154929578,99,106
24,15,142,13782,97.05633802816901,97,99
19,23,142,13774,97,97,97
25,15,142,13774,97,97,97
18,21,142,13649,96.11971830985915,96,97
22,15,141,13119,93.04255319148936,93,96
17,27,151,15313,101.41059602649007,92,104
28,15,140,14560,104,104,104
16,18,140,14560,104,104,104
19,15,135,12978,96.13333333333334,96,104
17,21,135,12960,96,96,96
22,14,135,12960,96,96,96
15,18,135,12960,96,96,96
19,14,135,12960,96,96,96
15,25,135,12842,95.12592592592593,95,96
26,13,135,12694,94.02962962962962,94,95
14,12,135,12690,94,94,94
13,23,139,12915,92.9136690647482,92,94
24,14,142,13206,93,93,93
15,19,142,13206,93,93,93
20,14,128,10896,85.125,85,93
15,18,128,10880,85,85,85
19,13,128,10880,85,85,85
14,18,128,10880,85,85,85
20,14,128,10880,85,85,85
15,14,135,11331,83.93333333333334,79,85
15,19,125,9875,79,79,79
20,13,125,9875,79,79,79
15,14,125,9875,79,79,79
16,19,125,9964,79.712,79,80
20,12,125,10000,80,80,80
13,19,125,10000,80,80,80
20,12,125,10000,80,80,80
13,13,125,10000,80,80,80
13,18,125,10000,80,80,80
19,11,125,10000,80,80,80
12,22,130,11069,85.14615384615385,80,113
24,18,166,18758,113,113,113
19,25,166,18758,113,113,113
27,24,166,19012,114.53012048192771,113,115
25,18,166,18963,114.23493975903614,114,115
19,27,167,19427,116.32934131736526,114,118
29,27,175,22055,126.02857142857142,117,127
28,21,175,22225,127,127,127
22,24,175,22225,127,127,127
26,25,175,22054,126.02285714285715,126,127
26,27,175,21879,125.02285714285715,125,126
28,23,175,21875,125,125,125
24,23,175,21533,123.04571428571428,123,125
24,25,175,21525,123,123,123
26,28,175,21525,123,123,123
29,19,175,21367,122.09714285714286,122,123
20,20,158,18028,114.10126582278481,114,122
21,22,158,17855,113.00632911392405,113,114
24,21,158,17888,113.21518987341773,113,114
22,23,159,18126,114,114,114
24,16,159,18126,114,114,114
17,22,159,18126,114,114,114
23,25,159,18126,114,114,114
26,17,159,18126,114,114,114
18,18,159,18126,114,114,114
19,16,159,18126,114,114,114
17,21,159,18126,114,114,114
22,26,159,18126,114,114,114
27,16,159,18126,114,114,114
17,19,159,18126,114,114,114
20,22,159,18126,114,114,114
25,18,159,18126,114,114,114
19,20,159,18126,114,114,114
22,17,159,18126,114,114,114
18,22,159,18126,114,114,114
24,23,159,18126,114,114,114
24,16,159,18126,114,114,114
17,22,159,18126,114,114,114
23,23,159,18096,113.81132075471699,113,114
24,18,167,19038,114,114,114
19,34,179,21530,120.27932960893855,114,124
35,23,159,18444,116,116,116
25,16,154,16648,108.1038961038961,108,116
18,21,154,16632,108,108,108
22,16,154,16632,108,108,108
17,21,154,16632,108,108,108
23,23,154,16632,108,108,108
24,17,153,16071,105.03921568627452,105,108
19,22,153,15916,104.02614379084967,104,105
23,16,153,15912,104,104,104
18,21,153,15912,104,104,104
23,15,153,15912,104,104,104
18,25,153,15912,104,104,104
30,16,153,15912,104,104,104
18,20,153,15912,104,104,104
21,23,153,15912,104,104,104
25,16,153,15912,104,104,104
19,21,153,15912,104,104,104
22,16,153,15912,104,104,104
18,21,153,15912,104,104,104
23,20,153,15912,104,104,104
21,21,153,15912,104,104,104
23,20,153,15912,104,104,104
21,20,169,18928,112,103,113
21,28,169,19097,113,113,113
29,24,169,19097,113,113,113
26,17,169,18932,112.02366863905326,112,113
